Senaryo;SpinNo;Bahis;Odenen;CarpanDeger;Bonus;Kategori;SpinTipi
"0. Normal Oyun";954;100;0;0;False;Normal;Normal
"0. Normal Oyun";955;100;30;0;False;Normal;Normal
"0. Normal Oyun";956;100;60;0;False;Normal;Normal
"0. Normal Oyun";957;100;0;0;False;Normal;Normal
"0. Normal Oyun";958;100;2160;10;False;EpicWin;Normal
"0. Normal Oyun";959;100;0;0;False;Normal;Normal
"0. Normal Oyun";960;100;0;0;False;Normal;Normal
"0. Normal Oyun";961;100;0;0;False;Normal;Normal
"0. Normal Oyun";962;100;20;0;False;Normal;Normal
"0. Normal Oyun";963;100;0;0;False;Normal;Normal
"0. Normal Oyun";964;100;0;0;False;Normal;Normal
"0. Normal Oyun";965;100;50;0;False;Normal;Normal
"0. Normal Oyun";966;100;0;0;False;Normal;Normal
"0. Normal Oyun";967;100;2240;8;False;EpicWin;Normal
"0. Normal Oyun";968;100;40;0;False;Normal;Normal
"0. Normal Oyun";969;100;0;0;False;Normal;Normal
"0. Normal Oyun";970;100;2000;2;False;EpicWin;Normal
"0. Normal Oyun";971;100;0;0;False;Normal;Normal
"0. Normal Oyun";972;100;0;0;False;Normal;Normal
"0. Normal Oyun";973;100;0;0;False;Normal;Normal
"0. Normal Oyun";974;100;0;0;False;Normal;Normal
"0. Normal Oyun";975;100;1070;5;True;MegaWin;Bonus
"0. Normal Oyun";976;100;0;0;False;Normal;Normal
"0. Normal Oyun";977;100;0;0;False;Normal;Normal
"0. Normal Oyun";978;100;0;0;False;Normal;Normal
"0. Normal Oyun";979;100;0;0;False;Normal;Normal
"0. Normal Oyun";980;100;0;0;False;Normal;Normal
"0. Normal Oyun";981;100;20;0;False;Normal;Normal
"0. Normal Oyun";982;100;0;0;False;Normal;Normal
"0. Normal Oyun";983;100;0;0;False;Normal;Normal
"0. Normal Oyun";984;100;0;0;False;Normal;Normal
"0. Normal Oyun";985;100;0;0;False;Normal;Normal
"0. Normal Oyun";986;100;30;0;False;Normal;Normal
"0. Normal Oyun";987;100;0;0;False;Normal;Normal
"0. Normal Oyun";988;100;0;0;False;Normal;Normal
"0. Normal Oyun";989;100;0;0;False;Normal;Normal
"0. Normal Oyun";990;100;0;0;False;Normal;Normal
"0. Normal Oyun";991;100;0;0;False;Normal;Normal
"0. Normal Oyun";992;100;0;0;False;Normal;Normal
"0. Normal Oyun";993;100;0;0;False;Normal;Normal
"0. Normal Oyun";994;100;0;0;False;Normal;Normal
"0. Normal Oyun";995;100;250;3;False;BigWin;Normal
"0. Normal Oyun";996;100;0;0;False;Normal;Normal
"0. Normal Oyun";997;100;0;0;False;Normal;Normal
"0. Normal Oyun";998;100;0;0;False;Normal;Normal
"0. Normal Oyun";999;100;0;0;False;Normal;Normal
"0. Normal Oyun";1000;100;0;0;False;Normal;Normal
